filename,width,height,class,xmin,ymin,xmax,ymax
image (1886).png,2476,3476,signature,339,2502,773,2815
image (1886).png,2476,3476,stamp,1626,2552,2116,2989
image (1887).png,2476,3484,signature,281,2440,515,2715
image (1887).png,2476,3484,stamp,1548,2401,2013,3001
image (1888).png,2472,3480,signature,246,2639,603,2897
image (1888).png,2472,3480,stamp,1060,2852,1574,3244
image (1889).png,2468,3480,signature,282,2207,622,2448
image (1889).png,2468,3480,stamp,1288,2157,1773,2891
image (189).png,2476,3472,signature,270,2292,528,2487
image (189).png,2476,3472,stamp,1156,2465,1499,2957
image (1890).png,2484,3476,signature,320,2485,537,2714
image (1890).png,2484,3476,stamp,1402,2384,1903,3022
image (1891).png,2472,3476,signature,268,2227,628,2457
image (1891).png,2472,3476,stamp,1475,2205,1977,3067
image (1892).png,2468,3476,signature,282,2339,821,2558
image (1892).png,2468,3476,stamp,1472,2317,1979,3017
image (1893).png,2480,3476,signature,349,2306,696,2552
image (1893).png,2480,3476,stamp,854,2306,1330,2955
image (1894).png,2472,3480,signature,262,2342,699,2605
image (1894).png,2472,3480,stamp,1730,2291,2230,2964
image (1895).png,2480,3472,signature,403,2432,867,2655
image (1895).png,2480,3472,stamp,729,2644,1214,3287
image (1896).png,2472,3472,signature,231,2309,509,2482
image (1896).png,2472,3472,stamp,1225,2314,1719,3153
image (1897).png,2480,3476,signature,294,2608,605,2854
image (1897).png,2480,3476,stamp,1694,2535,2214,3212
image (1898).png,2468,3480,signature,246,2280,477,2499
image (1898).png,2468,3480,stamp,1443,2269,1941,2975
image (1899).png,2476,3480,signature,415,2207,755,2448
image (1899).png,2476,3480,stamp,998,2196,1499,2897
image (19).png,2472,3484,signature,828,2025,1145,2311
image (19).png,2472,3484,stamp,1573,2199,1854,2597
image (190).png,2472,3480,signature,284,1994,670,2303
image (190).png,2472,3480,stamp,1176,2661,1506,3014
image (1900).png,2468,3480,signature,240,2308,654,2544
image (1900).png,2468,3480,stamp,740,2549,1228,3267
image (1901).png,2468,3480,signature,441,2280,855,2538
image (1901).png,2468,3480,stamp,667,2673,1183,3446
image (1902).png,2468,3480,signature,307,2432,609,2678
image (1902).png,2468,3480,stamp,1098,2499,1590,3138
image (1903).png,2480,3476,signature,267,2591,965,2815
image (1903).png,2480,3476,stamp,1689,2446,2209,3022
image (1904).png,2476,3484,signature,272,2507,715,2732
image (1904).png,2476,3484,stamp,1581,2631,2098,3388
image (1905).png,2472,3476,signature,253,2289,505,2513
image (1905).png,2472,3476,stamp,1123,2457,1627,3134
image (1906).png,2484,3484,signature,273,2575,519,2900
image (1906).png,2484,3484,stamp,823,2614,1327,3371
image (1907).png,2468,3480,signature,296,2269,537,2527
image (1907).png,2468,3480,stamp,1210,2381,1702,3211
image (1908).png,2472,3472,signature,230,2448,567,2756
image (1908).png,2472,3472,stamp,1089,2471,1587,3192
image (1909).png,2476,3472,signature,272,2309,560,2527
image (1909).png,2476,3472,stamp,1034,2398,1522,3136
image (191).png,2476,3476,signature,259,2406,673,2641
image (191).png,2476,3476,stamp,1139,2821,1417,3229
image (1910).png,2476,3476,signature,304,2289,537,2490
image (1910).png,2476,3476,stamp,1049,2507,1542,3291
image (1911).png,2472,3476,signature,355,2513,563,2798
image (1911).png,2472,3476,stamp,1112,2474,1603,3140
image (1912).png,2476,3480,signature,270,2303,482,2560
image (1912).png,2476,3480,stamp,1352,2521,1862,3250
image (1913).png,2472,3480,signature,255,2207,784,2488
image (1913).png,2472,3480,stamp,1397,2538,1893,3295
image (1914).png,2480,3480,signature,329,2314,769,2639
image (1914).png,2480,3480,stamp,1441,2650,1940,3317
image (1915).png,2468,3476,signature,249,2362,504,2597
image (1915).png,2468,3476,stamp,1581,2541,2073,3257
image (1916).png,2468,3480,signature,267,2504,582,2729
image (1916).png,2468,3480,stamp,1756,2465,2243,3070
image (1917).png,2476,3484,signature,306,2300,646,2558
image (1917).png,2476,3484,stamp,1423,2608,1956,3338
image (1918).png,2468,3480,signature,325,2426,638,2673
image (1918).png,2468,3480,stamp,1357,2544,1860,3278
image (1919).png,2476,3472,signature,401,2202,891,2471
image (1919).png,2476,3472,stamp,1443,2610,1956,3360
image (192).png,2472,3480,signature,335,2331,525,2572
image (192).png,2472,3480,stamp,1370,2785,1689,3233
image (1920).png,2472,3480,signature,284,2314,717,2560
image (1920).png,2472,3480,stamp,907,2639,1390,3373
image (1921).png,2472,3480,signature,1149,2168,1489,2426
image (1921).png,2472,3480,stamp,1678,2482,2232,3244
image (1922).png,2472,3476,signature,1154,2244,1638,2485
image (1922).png,2472,3476,stamp,1774,2462,2281,3078
image (1923).png,2468,3476,signature,1159,2401,1490,2580
image (1923).png,2468,3476,stamp,1646,2367,2158,3257
image (1924).png,2472,3480,signature,1116,2353,1359,2555
image (1924).png,2472,3480,stamp,1656,2432,2162,3222
image (1925).png,2480,3480,signature,1330,2263,1649,2527
image (1925).png,2480,3480,stamp,1518,2650,1929,3250
image (1926).png,2476,3476,signature,1188,2177,1503,2395
image (1926).png,2476,3476,stamp,1443,2697,1906,3408
image (1927).png,2476,3480,signature,1446,2303,1844,2633
image (1927).png,2476,3480,stamp,1546,2762,1947,3367
image (1928).png,2480,3472,signature,1187,2398,1636,2577
image (1928).png,2480,3472,stamp,1490,2722,1920,3348
image (1929).png,2476,3480,signature,1296,2499,1626,2673
image (1929).png,2476,3480,stamp,348,2398,720,2936
image (193).png,2476,3484,signature,1858,2120,2187,2401
image (193).png,2476,3484,stamp,1027,2311,1535,2979
image (1930).png,2476,3476,signature,1161,2272,1428,2457
image (1930).png,2476,3476,stamp,967,2787,1361,3386
image (1931).png,2472,3476,signature,1067,2059,1661,2283
image (1931).png,2472,3476,stamp,329,1942,701,2479
image (1932).png,2472,3476,signature,1203,2227,1598,2479
image (1932).png,2472,3476,stamp,1707,2104,2140,2832
image (1933).png,2472,3476,signature,1310,2406,1672,2625
image (1933).png,2472,3476,stamp,1723,2502,2189,3201
image (1934).png,2468,3480,signature,1210,2191,1353,2420
image (1934).png,2468,3480,stamp,1342,2645,1751,3244
image (1935).png,2464,3480,signature,1166,2342,1418,2510
image (1936).png,2468,3480,signature,1132,2320,1527,2600
image (1936).png,2468,3480,stamp,1758,2387,2288,3160
image (1937).png,2476,3472,signature,1076,2493,1784,2789
image (1937).png,2476,3472,stamp,1579,2845,1991,3455
image (1938).png,2472,3480,signature,1150,2286,1442,2588
image (1938).png,2472,3480,stamp,1482,2734,1937,3412
image (1939).png,2476,3480,signature,1145,2510,1392,2818
image (1939).png,2476,3480,stamp,1410,2902,1829,3446
image (194).png,2480,3480,signature,1905,2219,2141,2482
image (194).png,2480,3480,stamp,836,2252,1349,2891
image (1940).png,2476,3476,signature,1245,2250,1477,2423
image (1940).png,2476,3476,stamp,1773,2115,2285,2865
image (1941).png,2476,3476,signature,1179,2406,1452,2647
image (1941).png,2476,3476,stamp,1789,2278,2261,2860
image (1942).png,2476,3476,signature,1250,2328,1503,2558
image (1942).png,2476,3476,stamp,1740,2412,2218,3017
image (1943).png,2472,3476,signature,1156,2334,1495,2586
image (1943).png,2472,3476,stamp,1500,2770,1908,3403
image (1944).png,2476,3484,signature,1296,2389,1504,2603
image (1944).png,2476,3484,stamp,1748,2563,2289,3192
image (1945).png,2476,3480,signature,1154,2404,1403,2689
image (1945).png,2476,3480,stamp,1506,2740,1947,3407
image (1946).png,2472,3476,signature,1190,2166,1589,2412
image (1946).png,2472,3476,stamp,1357,2653,1797,3369
image (1947).png,2472,3480,signature,1129,2359,1618,2650
image (1947).png,2472,3480,stamp,1622,2583,2049,3311
image (1948).png,2468,3480,signature,1174,2129,1418,2376
image (1948).png,2468,3480,stamp,1718,2342,2183,3194
image (1949).png,2468,3480,signature,1158,2420,1440,2633
image (1949).png,2468,3480,stamp,1586,2684,2075,3423
image (195).png,2480,3484,signature,1916,2373,2169,2620
image (195).png,2480,3484,stamp,705,2333,1212,3096
image (1950).png,2472,3480,signature,1199,2331,1527,2594
image (1950).png,2472,3480,stamp,1709,2370,2192,3255
image (1951).png,2468,3476,signature,1223,2250,1574,2546
image (1951).png,2468,3476,stamp,1740,2412,2240,3218
image (1952).png,2476,3480,signature,1112,2151,1700,2443
image (1952).png,2476,3480,stamp,1795,2359,2283,3188
image (1953).png,2472,3480,signature,253,1882,549,2135
image (1953).png,2472,3480,stamp,1527,2157,2102,2925
image (1954).png,2476,3476,signature,468,2132,1002,2373
image (1954).png,2476,3476,stamp,1499,2009,2074,2877
image (1955).png,2472,3484,signature,353,2547,724,2749
image (1955).png,2472,3484,stamp,1482,2244,2042,3029
image (1956).png,2468,3476,signature,332,2048,700,2227
image (1956).png,2468,3476,stamp,1510,2334,2024,3162
image (1957).png,2472,3476,signature,253,2507,598,2692
image (1957).png,2472,3476,stamp,1656,2535,2104,3140
image (1958).png,2480,3476,signature,376,2121,585,2306
image (1958).png,2480,3476,stamp,1640,2127,2080,2781
image (1959).png,2476,3476,signature,283,2143,560,2356
image (1959).png,2476,3476,stamp,1561,2132,2134,3050
image (196).png,2476,3472,signature,1896,2342,2143,2594
image (196).png,2476,3472,stamp,722,2275,1230,3019
image (1960).png,2476,3480,signature,317,2286,569,2521
image (1960).png,2476,3480,stamp,1550,2224,2112,3087
image (1961).png,2468,3480,signature,320,2325,573,2538
image (1961).png,2468,3480,stamp,1650,2286,2221,3126
image (1962).png,2480,3476,signature,270,2440,974,2675
image (1962).png,2480,3476,stamp,1534,2367,2096,3117
image (1963).png,2476,3484,signature,275,2260,657,2513
image (1963).png,2476,3484,stamp,860,2659,1317,3394
image (1964).png,2468,3480,signature,262,2163,524,2364
image (1964).png,2468,3480,stamp,1246,2460,1872,3367
image (1965).png,2472,3480,signature,318,2404,574,2622
image (1965).png,2472,3480,stamp,1344,2471,1870,3160
image (1966).png,2472,3476,signature,371,1998,797,2255
image (1966).png,2472,3476,stamp,1275,2552,1812,3128
image (1967).png,2468,3480,signature,287,2219,526,2392
image (1967).png,2468,3480,stamp,1317,2488,1852,3227
image (1968).png,2476,3480,signature,314,2107,782,2342
image (1968).png,2476,3480,stamp,1372,2594,1795,3272
image (1969).png,2476,3480,signature,234,2342,493,2521
image (1969).png,2476,3480,stamp,1622,2381,2065,2998
image (197).png,2472,3484,signature,1946,2137,2109,2418
image (197).png,2472,3484,stamp,826,2249,1332,3057
image (1970).png,2480,3480,signature,463,2140,689,2398
image (1970).png,2480,3480,stamp,1387,2376,1825,3048
image (1971).png,2480,3480,signature,265,2258,596,2482
image (1971).png,2480,3480,stamp,1429,2454,1880,3082
image (1972).png,2480,3480,signature,370,1871,794,2146
image (1972).png,2480,3480,stamp,1456,2409,1881,3054
image (1973).png,2476,3476,signature,321,2406,575,2619
image (1973).png,2476,3476,stamp,1513,2541,1980,3184
image (1974).png,2472,3480,signature,318,2493,675,2701
image (1974).png,2472,3480,stamp,1359,2527,1875,3216
image (1975).png,2468,3476,signature,253,2143,863,2390
image (1975).png,2468,3476,stamp,1335,2446,1861,3106
image (1976).png,2476,3480,signature,281,2112,649,2331
image (1976).png,2476,3480,stamp,1524,2348,2098,3188
image (1977).png,2468,3480,signature,495,2129,868,2314
image (1977).png,2468,3480,stamp,1463,2392,2037,3182
image (1978).png,2468,3480,signature,231,2191,747,2443
image (1978).png,2468,3480,stamp,1328,2348,1901,3199
image (1979).png,2476,3472,signature,366,2141,707,2381
image (1979).png,2476,3472,stamp,1272,2555,1840,3332
image (198).png,2472,3480,signature,1859,2376,2209,2684
image (198).png,2472,3480,stamp,940,2297,1457,2986
image (1980).png,2472,3480,signature,244,2297,549,2532
image (1980).png,2472,3480,stamp,1415,2622,1988,3323
image (1981).png,2480,3476,signature,232,2166,520,2356
image (1981).png,2480,3476,stamp,1554,2244,1954,2938
image (1982).png,2476,3476,signature,283,2272,566,2518
image (1982).png,2476,3476,stamp,1510,2440,1940,3017
image (1983).png,2468,3476,signature,233,2149,450,2362
image (1983).png,2468,3476,stamp,1434,2115,1964,2865
image (1984).png,2550,3501,signature,362,2401,805,2615
image (1984).png,2550,3501,stamp,1458,2390,2015,3083
image (1985).png,2472,3476,signature,1397,2658,1741,2899
image (1985).png,2472,3476,stamp,590,2748,926,3201
image (1986).png,2476,3484,signature,1414,2648,1851,2872
image (1986).png,2476,3484,stamp,1889,2816,2183,3293
image (1987).png,2476,3472,signature,1446,2493,1873,2767
image (1987).png,2476,3472,stamp,816,2661,1112,3108
image (1988).png,2476,3476,signature,1483,2625,1857,2854
image (1988).png,2476,3476,stamp,726,2653,1034,3168
image (1989).png,2476,3472,signature,1290,2689,1621,2901
image (1989).png,2476,3472,stamp,1969,2706,2274,3170
image (199).png,2476,3480,signature,1769,2191,2227,2560
image (199).png,2476,3480,stamp,1526,2734,2027,3328
image (1990).png,2480,3480,signature,1509,2516,1801,2790
image (1990).png,2480,3480,stamp,600,2572,892,3054
image (1991).png,2476,3484,signature,1375,2636,1713,2855
image (1991).png,2476,3484,stamp,646,2614,951,3035
image (1992).png,2476,3484,signature,1386,2586,1846,2833
image (1992).png,2476,3484,stamp,749,2636,1038,3152
image (1993).png,2468,3480,signature,1355,2701,1590,2902
image (1993).png,2468,3480,stamp,799,2689,1096,3255
image (1994).png,2472,3480,signature,1509,2611,1911,2880
image (1994).png,2472,3480,stamp,1969,2488,2270,2947
image (1995).png,2472,3476,signature,1449,2412,2011,2703
image (1995).png,2472,3476,stamp,666,2406,978,2865
image (1996).png,2476,3472,signature,1483,2605,1699,2834
image (1996).png,2476,3472,stamp,818,2555,1120,3047
image (1997).png,2468,3484,signature,1420,2451,1720,2676
image (1997).png,2468,3484,stamp,2010,2586,2274,3001
image (1998).png,2480,3484,signature,1420,2575,1758,2782
image (1998).png,2480,3484,stamp,221,2530,498,3091
image (1999).png,2476,3472,signature,1432,2616,1778,2862
image (1999).png,2476,3472,stamp,225,2728,502,3125
image (2).png,2476,3480,signature,1807,2398,2074,2611
image (2).png,2476,3480,stamp,1290,2331,1570,2706
image (20).png,2476,3484,signature,1428,2305,1844,2692
image (20).png,2476,3484,stamp,1875,2120,2125,2468
image (200).png,2468,3480,signature,1688,2465,2227,2779
image (200).png,2468,3480,stamp,736,2493,1286,3188
image (2000).png,2472,3476,signature,1496,2384,1759,2586
image (2000).png,2472,3476,stamp,230,2502,516,3017
image (201).png,2468,3484,signature,1854,2266,2241,2530
image (201).png,2468,3484,stamp,810,2238,1324,3023
image (202).png,2472,3480,signature,1843,2297,2285,2560
image (202).png,2472,3480,stamp,813,2280,1339,3048
image (203).png,2472,3480,signature,1761,2179,2002,2420
image (203).png,2472,3480,stamp,801,2090,1322,2829
image (204).png,2480,3476,signature,1960,2099,2298,2412
image (204).png,2480,3476,stamp,658,1970,1170,2703
image (205).png,2476,3476,signature,1753,2261,2040,2429
image (205).png,2476,3476,stamp,831,2155,1365,2843
image (206).png,2476,3480,signature,1935,2437,2227,2751
image (206).png,2476,3480,stamp,796,2398,1323,3054
image (207).png,2476,3480,signature,1742,2163,2207,2432
image (207).png,2476,3480,stamp,771,2079,1306,2846
image (208).png,2480,3476,signature,1829,2401,2280,2669
image (208).png,2480,3476,stamp,821,2238,1323,2949
image (209).png,2480,3476,signature,1860,2345,2210,2580
image (209).png,2480,3476,stamp,932,2261,1221,2815
image (21).png,2484,3492,signature,1056,2316,1713,2586
image (21).png,2484,3492,stamp,1826,2328,2092,2749
image (210).png,2476,3484,signature,1976,2350,2198,2603
image (210).png,2476,3484,stamp,1123,2260,1419,2850
image (211).png,2476,3480,signature,1895,2488,2105,2712
image (211).png,2476,3480,stamp,971,2353,1326,2869
image (212).png,2468,3484,signature,1742,2210,2183,2468
image (212).png,2468,3484,stamp,785,2272,1134,2765
image (213).png,2468,3484,signature,1898,2204,2138,2446
image (213).png,2468,3484,stamp,749,2210,1101,2749
image (214).png,2468,3476,signature,1926,2479,2211,2781
image (214).png,2468,3476,stamp,1648,3033,1963,3431
image (215).png,2468,3484,signature,1905,2294,2270,2552
image (215).png,2468,3484,stamp,939,2289,1308,2793
image (216).png,2468,3480,signature,1950,2392,2279,2633
image (216).png,2468,3480,stamp,1326,2191,1601,2667
image (217).png,2476,3476,signature,1715,2155,2256,2496
image (217).png,2476,3476,stamp,1025,2099,1308,2630
image (218).png,2472,3480,signature,1899,2017,2165,2263
image (218).png,2472,3480,stamp,920,1927,1321,2443
image (219).png,2468,3480,signature,1776,2331,2169,2639
image (219).png,2468,3480,stamp,1121,2258,1422,2779
image (22).png,2472,3480,signature,735,2241,1076,2544
image (22).png,2472,3480,stamp,1603,2275,1877,2617
image (220).png,2476,3476,signature,1722,2384,2359,2653
image (220).png,2476,3476,stamp,1047,2289,1337,2826
image (221).png,2472,3484,signature,1913,2356,2209,2692
image (221).png,2472,3484,stamp,1382,2232,1745,2603
image (222).png,2476,3480,signature,1927,2348,2189,2650
image (222).png,2476,3480,stamp,969,2320,1336,2818
image (223).png,2476,3480,signature,1906,2118,2205,2420
image (223).png,2476,3480,stamp,693,2101,1027,2622
image (224).png,2480,3484,signature,1676,2182,2212,2485
image (224).png,2480,3484,stamp,614,2137,932,2664
image (225).png,2472,3480,signature,1998,2493,2267,2712
image (225).png,2472,3480,stamp,1188,2325,1491,2796
image (226).png,2480,3476,signature,1794,2390,2323,2653
image (226).png,2480,3476,stamp,1094,2138,1387,2697
image (227).png,2468,3480,signature,1888,2454,2254,2701
image (227).png,2468,3480,stamp,624,2695,922,3194
image (228).png,2468,3480,signature,1946,2387,2377,2684
image (228).png,2468,3480,stamp,1174,2235,1469,2852
image (229).png,2468,3476,signature,1923,2507,2247,2776
image (229).png,2468,3476,stamp,1190,2390,1476,2849
image (23).png,2476,3480,signature,1746,2504,2154,2835
image (23).png,2476,3480,stamp,1323,2398,1584,2852
image (230).png,2468,3480,signature,1972,2426,2230,2639
image (230).png,2468,3480,stamp,1329,2247,1624,2874
image (231).png,2480,3480,signature,1696,2398,2189,2706
image (231).png,2480,3480,stamp,1036,2241,1334,2785
image (232).png,2472,3476,signature,1725,2205,2131,2468
image (232).png,2472,3476,stamp,766,2076,1069,2541
image (233).png,2476,3484,signature,1993,2563,2232,2810
image (233).png,2476,3484,stamp,1109,2339,1430,2866
image (234).png,2476,3484,signature,1982,2586,2223,2782
image (234).png,2476,3484,stamp,1490,2350,1809,2866
image (235).png,2476,3476,signature,1962,2496,2290,2737
image (235).png,2476,3476,stamp,363,2328,657,2877
image (236).png,2476,3484,signature,1965,2563,2267,2771
image (236).png,2476,3484,stamp,1463,2305,1755,2833
image (237).png,2476,3480,signature,1924,2527,2185,2729
image (237).png,2476,3480,stamp,608,2768,896,3384
image (238).png,2484,3480,signature,1957,2420,2249,2661
image (238).png,2484,3480,stamp,1289,2796,1604,3412
image (239).png,2476,3484,signature,1994,2485,2229,2749
image (239).png,2476,3484,stamp,1973,3012,2272,3444
image (24).png,2472,3484,signature,1138,2137,1594,2446
image (24).png,2472,3484,stamp,1634,2210,1899,2631
image (240).png,2468,3480,signature,1966,2605,2274,2829
image (240).png,2468,3480,stamp,399,2734,691,3216
image (241).png,2476,3472,signature,1660,2404,2356,2706
image (241).png,2476,3472,stamp,827,2314,1350,3119
image (242).png,2472,3484,signature,1752,2423,2109,2709
image (242).png,2472,3484,stamp,695,2305,1188,3018
image (243).png,2468,3480,signature,1983,2443,2247,2650
image (243).png,2468,3480,stamp,645,2314,1165,2908
image (244).png,2476,3476,signature,1818,2535,2308,2798
image (244).png,2476,3476,stamp,704,2434,1203,3095
image (245).png,2472,3480,signature,1928,2415,2323,2695
image (245).png,2472,3480,stamp,679,2404,1196,3009
image (246).png,2476,3476,signature,1974,2317,2252,2580
image (246).png,2476,3476,stamp,802,2149,1306,2809
image (247).png,2476,3480,signature,1822,2348,2129,2549
image (247).png,2476,3480,stamp,825,2179,1343,2813
image (248).png,2476,3480,signature,1955,2555,2232,2762
image (248).png,2476,3480,stamp,1149,2600,1664,3239
image (249).png,2468,3484,signature,1769,2412,2002,2631
image (249).png,2468,3484,stamp,741,2210,1244,2855
image (25).png,2468,3480,signature,1472,2801,1726,3126
image (25).png,2468,3480,stamp,1807,2645,2104,3020
image (250).png,2468,3480,signature,1845,2499,2259,2706
image (250).png,2468,3480,stamp,808,2325,1315,2958
image (251).png,2468,3484,signature,1849,2451,2207,2625
image (251).png,2468,3484,stamp,960,2137,1456,2760
image (252).png,2476,3480,signature,1791,2521,2174,2790
image (252).png,2476,3480,stamp,475,2392,974,2975
image (253).png,2472,3480,signature,1623,2588,2158,2869
image (253).png,2472,3480,stamp,813,2415,1328,3098
image (254).png,2476,3476,signature,1915,2496,2167,2737
image (254).png,2476,3476,stamp,691,2266,1194,2882
image (255).png,2476,3484,signature,1820,2513,2189,2771
image (255).png,2476,3484,stamp,1040,2317,1562,2917
image (256).png,2472,3480,signature,2008,2314,2149,2504
image (256).png,2472,3480,stamp,578,2129,1081,2885
image (257).png,2472,3480,signature,304,1972,675,2314
image (257).png,2472,3480,stamp,1364,1793,2017,2673
image (258).png,2472,3472,signature,253,2253,599,2471
image (258).png,2472,3472,stamp,1333,2085,1948,2834
image (259).png,2472,3480,signature,317,2247,598,2499
image (259).png,2472,3480,stamp,1118,2291,1732,3110
image (26).png,2468,3480,signature,1762,2325,2080,2633
image (26).png,2468,3480,stamp,1308,2303,1585,2745
image (260).png,2476,3480,signature,368,2213,608,2482
image (260).png,2476,3480,stamp,1080,2062,1731,2936
image (261).png,2472,3484,signature,286,2575,520,2810
image (261).png,2472,3484,stamp,1129,2249,1792,3074
image (262).png,2480,3476,signature,341,2093,558,2300
image (262).png,2480,3476,stamp,1221,2076,1818,2905
image (263).png,2468,3484,signature,396,2131,794,2384
image (263).png,2468,3484,stamp,1302,2227,1964,2956
image (264).png,2476,3476,signature,230,2059,544,2328
image (264).png,2476,3476,stamp,1112,2015,1806,2753
image (265).png,2476,3484,signature,332,1986,789,2289
image (265).png,2476,3484,stamp,1178,2070,1822,2922
image (266).png,2476,3484,signature,308,2176,564,2367
image (266).png,2476,3484,stamp,1241,2176,1846,2951
image (267).png,2476,3476,signature,286,2339,914,2602
image (267).png,2476,3476,stamp,1259,2423,1904,3128
image (268).png,2472,3480,signature,268,2617,643,2874
image (268).png,2472,3480,stamp,1281,2633,1922,3267
image (269).png,2472,3480,signature,405,2090,842,2359
image (269).png,2472,3480,stamp,1288,2095,1928,2964
image (27).png,2480,3476,signature,792,2261,1283,2507
image (27).png,2480,3476,stamp,1325,2378,1590,2753
image (270).png,2472,3476,signature,351,2306,648,2524
image (270).png,2472,3476,stamp,650,2686,1266,3431
image (271).png,2468,3476,signature,235,2026,521,2261
image (271).png,2468,3476,stamp,1118,2373,1722,3072
image (272).png,2484,3476,signature,464,2054,1094,2334
image (272).png,2484,3476,stamp,1165,2518,1779,3235
image (273).png,2472,3480,signature,347,2034,540,2280
image (273).png,2472,3480,stamp,1110,2415,1699,3261
image (274).png,2480,3472,signature,272,2404,487,2622
image (274).png,2480,3472,stamp,1594,2342,2118,3086
image (275).png,2476,3472,signature,335,2303,805,2588
image (275).png,2476,3472,stamp,1276,2269,1864,2985
image (276).png,2472,3476,signature,371,2558,659,2787
image (276).png,2472,3476,stamp,1748,2384,2211,3173
image (277).png,2476,3472,signature,203,2096,511,2303
image (277).png,2476,3472,stamp,1370,2191,1833,3058
image (278).png,2476,3476,signature,281,2043,595,2289
image (278).png,2476,3476,stamp,128,2390,805,3044
image (279).png,2472,3476,signature,208,2076,438,2289
image (279).png,2472,3476,stamp,193,2446,869,3128
image (28).png,2472,3480,signature,927,2437,1502,2712
image (28).png,2472,3480,stamp,1638,2426,1915,2863
image (280).png,2468,3480,signature,226,2219,781,2532
image (280).png,2468,3480,stamp,358,2633,1022,3278
image (281).png,2468,3480,signature,928,2118,1357,2471
image (281).png,2468,3480,stamp,331,2392,986,3132
image (282).png,2468,3480,signature,284,2549,866,2813
image (282).png,2468,3480,stamp,624,2829,1290,3423
image (283).png,2468,3480,signature,307,2079,687,2286
image (283).png,2468,3480,stamp,1534,1888,2202,2583
image (284).png,2476,3480,signature,370,2471,707,2757
image (284).png,2476,3480,stamp,1726,2291,2247,3048
image (285).png,2468,3480,signature,255,2409,758,2656
image (285).png,2468,3480,stamp,1398,2622,1977,3339
image (286).png,2476,3480,signature,306,2280,613,2516
image (286).png,2476,3480,stamp,1100,2392,1597,3149
image (287).png,2480,3480,signature,305,2628,552,2874
image (287).png,2480,3480,stamp,898,2320,1432,3087
image (288).png,2476,3484,signature,259,1952,589,2216
image (288).png,2476,3484,stamp,1370,1907,1974,2782
image (289).png,2480,3480,signature,1712,2650,2014,2902
image (289).png,2480,3480,stamp,963,2689,1269,3082
image (29).png,2480,3476,signature,1583,2468,1865,2759
image (29).png,2480,3476,stamp,1543,2115,1796,2440
image (290).png,2476,3476,signature,1831,2714,2049,3000
image (290).png,2476,3476,stamp,1029,2669,1330,3117
image (291).png,2476,3484,signature,1601,2681,1907,2973
image (291).png,2476,3484,stamp,334,2715,633,3141
image (292).png,2476,3480,signature,1646,2762,1980,2986
image (292).png,2476,3480,stamp,1043,2729,1346,3188
image (293).png,2468,3476,signature,1657,2703,1977,2961
image (293).png,2468,3476,stamp,1103,2686,1418,3212
image (294).png,2472,3480,signature,1618,2678,2071,3003
image (294).png,2472,3480,stamp,1823,3059,2127,3429
image (295).png,2480,3480,signature,1834,2650,2174,2953
image (295).png,2480,3480,stamp,920,2751,1210,3222
image (296).png,2468,3480,signature,1651,2667,1874,2891
image (296).png,2468,3480,stamp,868,2779,1172,3239
image (297).png,2476,3476,signature,1847,2641,2187,2938
image (297).png,2476,3476,stamp,1942,3033,2236,3380
image (298).png,2472,3484,signature,1567,2648,2232,2967
image (298).png,2472,3484,stamp,402,2760,714,3214
image (299).png,2468,3480,signature,1628,2734,1988,2953
image (299).png,2468,3480,stamp,861,2857,1176,3356
image (3).png,2476,3480,signature,778,2291,1107,2488
image (3).png,2476,3480,stamp,1361,2320,1657,2695
image (30).png,2480,3480,signature,1678,2241,2001,2555
image (30).png,2480,3480,stamp,880,2073,1161,2443
image (300).png,2472,3480,signature,1560,2807,1783,3020
image (300).png,2472,3480,stamp,1223,2958,1535,3423
image (301).png,2468,3480,signature,1583,2717,1955,3003
image (301).png,2468,3480,stamp,452,2717,743,3177
image (302).png,2472,3484,signature,1786,2737,2053,2990
image (302).png,2472,3484,stamp,1796,3091,2089,3472
image (303).png,2468,3480,signature,1532,2695,2113,2964
image (303).png,2468,3480,stamp,555,2689,846,3082
image (304).png,2472,3480,signature,1728,2600,2162,2891
image (304).png,2472,3480,stamp,801,2628,1100,3132
image (305).png,2476,3476,signature,1553,2283,1869,2535
image (305).png,2476,3476,stamp,962,2462,1326,3022
image (306).png,2476,3476,signature,1739,2636,2056,2905
image (306).png,2476,3476,stamp,933,2731,1305,3319
image (307).png,2472,3480,signature,1616,2695,2053,2953
image (307).png,2472,3480,stamp,947,2768,1293,3239
image (308).png,2476,3480,signature,1697,2729,2112,2936
image (308).png,2476,3480,stamp,689,2701,1065,3154
image (309).png,2476,3480,signature,1744,2751,1887,2958
image (309).png,2476,3480,stamp,947,2701,1303,3255
image (31).png,2480,3480,signature,1818,2325,2238,2667
image (31).png,2480,3480,stamp,945,2129,1245,2465
image (310).png,2476,3484,signature,1599,2625,1838,2900
image (310).png,2476,3484,stamp,1572,3040,1927,3450
image (311).png,2476,3480,signature,1835,2712,2141,2947
image (311).png,2476,3480,stamp,622,2779,1009,3244
image (312).png,2468,3480,signature,1610,2673,2073,2998
image (312).png,2468,3480,stamp,1319,3065,1720,3468
image (313).png,2472,3484,signature,1658,2692,2111,2990
image (313).png,2472,3484,stamp,946,2743,1303,3282
image (314).png,2472,3480,signature,1593,2745,2067,2981
image (314).png,2472,3480,stamp,1580,3009,1944,3429
